% sars.dat  - modeling SARS epidemic with logistic curve
% 
% Number of SARS cases in Hong Kong, 3/17/2003 to 7/11/2003.
% May 23 corresponds to t=67. There is no change after t=87.
%
% source: E. Rozema, "Epidemic Models for SARS and Measles", 
%         Coll. Math. J., vol.38, no.4, p.246 (2007).
%
% days cases
%  t    y
% ---------
   0    95
   1   123
   2   150
   3   173
   4   203 
   5   222
   7   260
   8   286
   9   316
  10   367
  11   425
  12   470
  14   530
  15   685
  16   708
  17   734
  18   761
  19   800
  21   883
  22   928
  23   970
  24   998
  25  1059
  26  1108
  28  1190
  30  1268
  31  1297
  33  1358
  35  1402
  36  1434
  37  1458
  38  1488
  39  1510
  40  1527
  42  1557
  43  1572
  44  1589
  45  1600
  46  1611
  47  1621
  49  1637
  50  1646
  51  1654
  52  1661
  53  1667
  54  1674
  56  1683
  57  1689
  58  1698
  59  1703
  60  1706
  61  1710
  63  1714
  64  1718
  65  1719
  66  1722
  67  1724
  68  1724
  70  1726
  71  1728
  72  1730
  73  1732
  74  1736
  75  1739
  77  1746
  78  1747
  79  1748
  80  1748
  81  1750
  84  1753
  85  1754
  86  1754
  87  1755

  


