% co2.dat
%
% this is a subset of the Mauna Loa CO2 monthly mean data
% the full data set is available from:
%
% ftp://aftp.cmdl.noaa.gov/products/trends/co2/co2_mm_mlo.txt
% http://www.esrl.noaa.gov/gmd/ccgg/trends/
%
% --------------------------------------------------------------------
%
% USE OF NOAA ESRL DATA
% 
% These data are made freely available to the public and the
% scientific community in the belief that their wide dissemination
% will lead to greater understanding and new scientific insights.
% The availability of these data does not constitute publication
% of the data.  NOAA relies on the ethics and integrity of the user to
% insure that ESRL receives fair credit for their work.  If the data 
% are obtained for potential use in a publication or presentation, 
% ESRL should be informed at the outset of the nature of this work.  
% If the ESRL data are essential to the work, or if an important 
% result or conclusion depends on the ESRL data, co-authorship
% may be appropriate.  This should be discussed at an early stage in
% the work.  Manuscripts using the ESRL data should be sent to ESRL
% for review before they are submitted for publication so we can
% insure that the quality and limitations of the data are accurately
% represented.
% 
% Contact:   Pieter Tans (303 497 6678; pieter.tans@noaa.gov)
% 
% File Creation:  Mon Apr  6 08:55:05 2015
% 
% RECIPROCITY
% 
% Use of these data implies an agreement to reciprocate.
% Laboratories making similar measurements agree to make their
% own data available to the general public and to the scientific
% community in an equally complete and easily accessible form.
% Modelers are encouraged to make available to the community,
% upon request, their own tools used in the interpretation
% of the ESRL data, namely well documented model code, transport
% fields, and additional information necessary for other
% scientists to repeat the work and to run modified versions.
% Model availability includes collaborative support for new
% users of the models.
% --------------------------------------------------------------------
%  
% See www.esrl.noaa.gov/gmd/ccgg/trends/ for additional details.
%  
% Data from March 1958 through April 1974 have been obtained by C. David Keeling
% of the Scripps Institution of Oceanography (SIO) and were obtained from the
% Scripps website (scrippsco2.ucsd.edu).
%
% The "average" column contains the monthly mean CO2 mole fraction determined
% from daily averages.  The mole fraction of CO2, expressed as parts per million
% (ppm) is the number of molecules of CO2 in every one million molecules of dried
% air (water vapor removed).  If there are missing days concentrated either early
% or late in the month, the monthly mean is corrected to the middle of the month
% using the average seasonal cycle.  Missing months are denoted by -99.99.
% The "interpolated" column includes average values from the preceding column
% and interpolated values where data are missing.  Interpolated values are
% computed in two steps.  First, we compute for each month the average seasonal
% cycle in a 7-year window around each monthly value.  In this way the seasonal
% cycle is allowed to change slowly over time.  We then determine the "trend"
% value for each month by removing the seasonal cycle; this result is shown in
% the "trend" column.  Trend values are linearly interpolated for missing months.
% The interpolated monthly mean is then the sum of the average seasonal cycle
% value and the trend value for the missing month.
%
% NOTE: In general, the data presented for the last year are subject to change, 
% depending on recalibration of the reference gas mixtures used, and other quality
% control procedures. Occasionally, earlier years may also be changed for the same
% reasons.  Usually these changes are minor.
%
% CO2 expressed as a mole fraction in dry air, micromol/mol, abbreviated as ppm
%
%  (-99.99 missing data;  -1 no data for #daily means in month)
%
% ----------------------------------------------------------------
%            decimal      average   interpolated   trend    #days
%             date                              (season corr)
% ----------------------------------------------------------------
1980   1    1980.042      337.80      337.80      337.95     30
1980   2    1980.125      338.28      338.28      337.73     28
1980   3    1980.208      340.04      340.04      338.43     31
1980   4    1980.292      340.86      340.86      338.20     30
1980   5    1980.375      341.47      341.47      338.45     31
1980   6    1980.458      341.26      341.26      338.79     30
1980   7    1980.542      339.34      339.34      338.48     26
1980   8    1980.625      337.45      337.45      338.92     24
1980   9    1980.708      336.10      336.10      339.27     26
1980  10    1980.792      336.05      336.05      339.32     29
1980  11    1980.875      337.21      337.21      339.38     27
1980  12    1980.958      338.29      338.29      339.23     27
1981   1    1981.042      339.36      339.36      339.41     31
1981   2    1981.125      340.51      340.51      339.89     28
1981   3    1981.208      341.57      341.57      339.98     31
1981   4    1981.292      342.56      342.56      339.93     30
1981   5    1981.375      343.01      343.01      339.98     31
1981   6    1981.458      342.49      342.49      340.02     28
1981   7    1981.542      340.68      340.68      339.81     31
1981   8    1981.625      338.49      338.49      339.97     28
1981   9    1981.708      336.92      336.92      340.17     30
1981  10    1981.792      337.12      337.12      340.44     31
1981  11    1981.875      338.59      338.59      340.76     30
1981  12    1981.958      339.90      339.90      340.81     28
1982   1    1982.042      340.92      340.92      341.03     30
1982   2    1982.125      341.69      341.69      341.05     27
1982   3    1982.208      342.85      342.85      341.21     21
1982   4    1982.292      343.92      343.92      341.30      9
1982   5    1982.375      344.67      344.67      341.63     31
1982   6    1982.458      343.78      343.78      341.33     29
1982   7    1982.542      342.23      342.23      341.45     28
1982   8    1982.625      340.11      340.11      341.61     27
1982   9    1982.708      338.32      338.32      341.53     26
1982  10    1982.792      338.39      338.39      341.72     30
1982  11    1982.875      339.48      339.48      341.62     28
1982  12    1982.958      340.88      340.88      341.77     31
1983   1    1983.042      341.64      341.64      341.79     31
1983   2    1983.125      342.87      342.87      342.30     27
1983   3    1983.208      343.59      343.59      342.04     30
1983   4    1983.292      345.25      345.25      342.63     26
1983   5    1983.375      345.96      345.96      342.80     29
1983   6    1983.458      345.52      345.52      343.03     25
1983   7    1983.542      344.15      344.15      343.42     30
1983   8    1983.625      342.25      342.25      343.72     28
1983   9    1983.708      340.17      340.17      343.34     27
1983  10    1983.792      340.30      340.30      343.63     31
1983  11    1983.875      341.53      341.53      343.66     29
1983  12    1983.958      343.07      343.07      343.97     26
1984   1    1984.042      344.05      344.05      344.15     31
1984   2    1984.125      344.77      344.77      344.21     29
1984   3    1984.208      345.46      345.46      344.00     23
1984   4    1984.292      346.77      346.77      344.17      2    % used interpolated value
1984   5    1984.375      347.55      347.55      344.35     27
1984   6    1984.458      346.98      346.98      344.50     25
1984   7    1984.542      345.55      345.55      344.82     29
1984   8    1984.625      343.20      343.20      344.67     24
1984   9    1984.708      341.35      341.35      344.54     27
1984  10    1984.792      341.68      341.68      344.99     28
1984  11    1984.875      343.06      343.06      345.16     28
